gene	unique	total
ENSG00000175707.8	1789	1789
ENSG00000172746.6	319	467
ENSG00000224064.1	340	367
ENSG00000225294.1	298	414
ENSG00000253368.3	1975	1975
ENSG00000158246.7	2338	2338
ENSG00000090020.10	5880	5966
ENSG00000229985.2	383	497
ENSG00000214973.3	300	610
ENSG00000225159.1	315	834
ENSG00000225990.2	147	190
ENSG00000224311.1	332	349
ENSG00000142784.15	6096	6130
ENSG00000252098.1	74	74
ENSG00000243659.1	210	252
ENSG00000186501.14	4636	4636
ENSG00000206888.1	25	77
ENSG00000241547.1	363	438
ENSG00000142765.17	5338	5797
ENSG00000142733.14	5059	5059
ENSG00000142748.12	2238	2238
ENSG00000174950.10	2067	2067
ENSG00000231207.1	319	325
ENSG00000181773.6	2085	2085
ENSG00000158195.10	4992	5673
ENSG00000241169.1	384	398
ENSG00000237429.1	252	253
ENSG00000126705.13	7148	7148
ENSG00000000938.12	3437	3437
ENSG00000235912.1	72	162
ENSG00000233975.1	411	411
ENSG00000126709.14	880	883
ENSG00000225886.3	1650	1702
ENSG00000206767.1	44	77
ENSG00000226662.2	632	632
ENSG00000207095.1	73	75
ENSG00000009780.15	3823	4087
ENSG00000231344.1	300	319
ENSG00000230833.1	634	646
ENSG00000117758.13	3838	3843
ENSG00000269971.1	154	154
ENSG00000270031.1	329	329
ENSG00000223062.1	76	76
ENSG00000117751.17	2886	2901
ENSG00000252947.1	136	136
ENSG00000130775.15	4867	4867
ENSG00000117748.9	1936	2099
ENSG00000130768.14	2744	2750
ENSG00000227050.1	460	461
ENSG00000158156.7	2498	2743
ENSG00000158161.15	6433	6623
ENSG00000238231.2	337	337
ENSG00000240750.3	229	267
ENSG00000228589.3	88	651
ENSG00000228943.1	200	205
ENSG00000214812.3	372	527
ENSG00000253005.1	68	75
ENSG00000169403.11	4439	4700
ENSG00000126698.10	2552	2883
ENSG00000130770.17	2247	2247
ENSG00000270605.1	1618	1915
ENSG00000271398.1	395	395
ENSG00000130766.4	3423	3423
ENSG00000130772.13	1812	2038
ENSG00000204138.12	6683	7470
ENSG00000206779.1	71	71
ENSG00000229820.2	289	364
ENSG00000221216.1	89	89
ENSG00000180198.15	3862	4050
ENSG00000242125.3	3421	4056
ENSG00000274266.1	0	176
ENSG00000200087.1	146	174
ENSG00000231468.2	508	581
ENSG00000279443.1	1858	2053
ENSG00000180098.9	4199	4480
ENSG00000197989.13	3083	3558
ENSG00000221539.1	44	44
ENSG00000278274.1	0	100
ENSG00000273544.1	0	102
ENSG00000280498.1	0	105
ENSG00000274582.1	0	107
ENSG00000120656.11	2326	2348
ENSG00000188060.7	1842	2169
ENSG00000229388.1	916	947
ENSG00000270103.3	0	101
ENSG00000274978.1	3	104
ENSG00000162419.12	5911	6486
ENSG00000252777.1	100	100
ENSG00000198492.15	3366	3964
ENSG00000116329.10	8903	9332
ENSG00000233427.1	1024	1055
ENSG00000199756.1	80	80
ENSG00000159023.19	10778	10936
ENSG00000225616.2	271	301
ENSG00000206704.1	55	71
ENSG00000277958.1	151	252
ENSG00000253304.1	2608	2608
ENSG00000225750.1	249	249
ENSG00000116350.16	8663	9052
ENSG00000277916.1	0	139
ENSG00000116353.15	4216	4260
ENSG00000237934.1	543	543
ENSG00000060656.19	6709	6760
ENSG00000230523.1	2118	2118
ENSG00000225011.4	268	319
ENSG00000228176.1	468	468
ENSG00000284676.1	1902	1923
ENSG00000270927.1	463	463
ENSG00000233399.2	1489	1489
ENSG00000233372.1	521	521
ENSG00000231251.1	63	63
ENSG00000236335.1	477	477
ENSG00000231949.1	451	451
ENSG00000162510.5	4571	4574
ENSG00000186056.9	4048	4048
ENSG00000162511.7	3272	3272
ENSG00000264773.1	47	47
ENSG00000229607.1	414	414
ENSG00000223382.4	1820	1834
ENSG00000222784.1	226	258
ENSG00000235143.1	1600	1698
ENSG00000162512.15	7061	7064
ENSG00000266210.2	118	237
ENSG00000134644.15	6981	7061
ENSG00000237329.2	476	477
ENSG00000232768.1	133	133
ENSG00000215900.4	198	222
ENSG00000225142.2	308	406
ENSG00000084628.9	3004	3004
ENSG00000060688.12	3702	3842
ENSG00000229447.2	405	407
ENSG00000121766.15	1983	2117
ENSG00000229044.1	409	409
ENSG00000121769.7	1019	1019
ENSG00000168528.11	3517	3544
ENSG00000215899.3	1187	1312
ENSG00000206981.1	44	77
ENSG00000260386.6	3424	3634
ENSG00000265961.1	84	84
ENSG00000284543.1	9044	9977
ENSG00000229167.1	561	561
ENSG00000142910.15	5246	5443
ENSG00000121764.11	2633	2633
ENSG00000162517.12	2227	2362
ENSG00000235790.7	2423	2480
ENSG00000264078.1	348	450
ENSG00000084636.17	9554	9557
ENSG00000121753.12	7994	7994
ENSG00000266580.1	46	46
ENSG00000254545.1	507	507
ENSG00000134668.12	7256	7369
ENSG00000203620.2	2004	2220
ENSG00000269967.1	484	557
ENSG00000184007.18	6132	6416
ENSG00000228634.1	465	487
ENSG00000284702.1	1618	1843
ENSG00000121774.17	3607	3607
ENSG00000203325.3	408	594
ENSG00000121775.17	2929	2956
ENSG00000266203.1	29	29
ENSG00000276493.1	143	261
ENSG00000025800.13	6636	7531
ENSG00000250135.1	27	637
ENSG00000084652.15	5071	5071
ENSG00000160050.14	2839	2873
ENSG00000224066.1	1327	1327
ENSG00000160051.11	2423	2503
ENSG00000222046.2	1899	1899
ENSG00000160055.19	3829	3829
ENSG00000084623.11	1603	1787
ENSG00000220785.7	3145	3193
ENSG00000183615.5	906	906
ENSG00000182866.16	3419	3501
ENSG00000277617.1	185	230
ENSG00000252450.1	80	80
ENSG00000116478.11	4023	4128
ENSG00000175130.6	1663	1669
ENSG00000233775.1	657	657
ENSG00000162526.6	2156	2156
ENSG00000225828.1	2897	2897
ENSG00000160058.18	6504	6548
ENSG00000224333.1	939	977
ENSG00000270850.1	290	311
ENSG00000229259.1	1679	1771
ENSG00000263529.2	230	271
ENSG00000254553.1	202	3417
ENSG00000273274.1	10165	12785
ENSG00000160062.14	4386	7045
ENSG00000176261.15	3324	3807
ENSG00000200591.1	63	72
ENSG00000162521.18	8552	9766
ENSG00000162520.14	3512	3512
ENSG00000224409.1	358	365
ENSG00000162522.10	5959	5959
ENSG00000134684.10	7924	8259
ENSG00000116497.17	8922	9343
ENSG00000160097.16	3187	3187
ENSG00000121905.9	1993	2012
ENSG00000121900.18	1500	1500
ENSG00000116514.16	2633	2633
ENSG00000278966.2	262	844
ENSG00000217644.5	480	496
ENSG00000239670.1	594	833
ENSG00000236065.2	1435	1650
ENSG00000004455.16	5368	5836
ENSG00000276645.1	293	315
ENSG00000142920.16	6976	6976
ENSG00000278997.1	1330	1330
ENSG00000116525.13	3642	3642
ENSG00000279179.1	3191	3418
ENSG00000284721.1	1760	1904
ENSG00000160094.14	3326	3327
ENSG00000270115.1	439	439
ENSG00000184389.9	993	993
ENSG00000225313.5	4013	4140
ENSG00000134686.18	5132	5132
ENSG00000284154.1	70	70
ENSG00000222112.1	265	269
ENSG00000233246.1	460	460
ENSG00000234512.1	2676	2676
ENSG00000121903.14	5230	5333
ENSG00000235907.2	706	706
ENSG00000121904.17	18182	18292
ENSG00000227000.2	1588	1588
ENSG00000176256.10	2616	2616
ENSG00000231163.5	2332	2332
ENSG00000201148.1	81	85
ENSG00000142698.14	2545	2545
ENSG00000270241.1	404	404
ENSG00000207941.1	66	66
ENSG00000163866.8	7760	8141
ENSG00000189280.3	1315	1325
ENSG00000189433.5	2800	2810
ENSG00000255811.1	530	530
ENSG00000188910.7	2354	2354
ENSG00000187513.8	1713	1716
ENSG00000230163.1	690	690
ENSG00000116544.11	3941	3947
ENSG00000241014.1	3196	3315
ENSG00000271741.1	89	3069
ENSG00000243749.1	69	892
ENSG00000163867.16	7108	9699
ENSG00000233940.1	443	448
ENSG00000197056.9	4900	4968
ENSG00000228348.1	323	433
ENSG00000284640.1	1752	1856
ENSG00000116560.10	7273	7446
ENSG00000201868.1	32	64
ENSG00000146463.11	7712	7728
ENSG00000240374.3	235	273
ENSG00000201542.1	115	122
ENSG00000229994.1	589	856
ENSG00000227409.1	429	429
ENSG00000278702.1	177	293
ENSG00000142687.17	9580	9840
ENSG00000236274.1	973	973
ENSG00000020129.15	4945	4953
ENSG00000239636.1	999	999
ENSG00000116819.6	2159	2159
ENSG00000126067.11	4455	4810
ENSG00000142686.7	3517	3628
ENSG00000092853.13	5237	5435
ENSG00000232335.1	509	509
ENSG00000134698.10	7156	7260
ENSG00000092847.11	13817	13880
ENSG00000271164.1	453	453
ENSG00000271914.1	366	366
ENSG00000126070.19	19817	21209
ENSG00000271554.1	628	628
ENSG00000232862.5	1644	1644
ENSG00000092850.11	1982	2002
ENSG00000116863.10	1638	1638
ENSG00000171812.12	4669	4669
ENSG00000054116.11	3651	3687
ENSG00000116871.15	5358	5453
ENSG00000264592.2	142	226
ENSG00000054118.13	4225	4763
ENSG00000231849.1	227	229
ENSG00000214193.10	4395	4664
ENSG00000142694.6	1181	1181
ENSG00000116883.8	1494	1808
ENSG00000196182.10	5694	5695
ENSG00000181817.5	1496	1496
ENSG00000222821.1	109	109
ENSG00000116885.18	2856	2856
ENSG00000201448.1	99	99
ENSG00000116898.11	2748	2911
ENSG00000119535.17	8524	8703
ENSG00000230214.1	493	493
ENSG00000284705.1	2546	2664
ENSG00000284720.1	1473	1473
ENSG00000234481.1	433	433
ENSG00000163873.9	10109	10109
ENSG00000284650.1	1006	1009
ENSG00000264698.1	42	42
ENSG00000207328.1	71	77
ENSG00000223944.1	566	566
ENSG00000252368.1	80	80
ENSG00000230451.2	115	115
ENSG00000233621.1	1347	1365
ENSG00000163874.10	3117	3147
ENSG00000283724.1	0	30
ENSG00000163875.15	3540	3577
ENSG00000263675.1	30	30
ENSG00000163877.10	5319	5790
ENSG00000232273.1	453	502
ENSG00000237749.4	85	223
ENSG00000163879.10	4481	4481
ENSG00000134697.12	5477	5730
ENSG00000284748.1	1269	1296
ENSG00000169218.13	3139	3147
ENSG00000116922.14	4637	4739
ENSG00000134690.10	2455	2463
ENSG00000183317.16	8181	8363
ENSG00000200421.1	68	70
ENSG00000214141.4	1853	1862
ENSG00000227416.2	367	399
ENSG00000185090.14	3060	3070
ENSG00000233728.1	670	670
ENSG00000196449.3	1787	1796
ENSG00000197982.13	2277	2277
ENSG00000188786.9	7844	7992
ENSG00000235673.1	615	661
ENSG00000230955.1	442	451
ENSG00000204084.12	8438	8975
ENSG00000252448.1	51	51
ENSG00000222282.1	41	65
ENSG00000277168.1	136	243
ENSG00000183431.11	4043	4761
ENSG00000212541.1	56	78
ENSG00000183386.9	2057	2057
ENSG00000183520.11	3106	3385
ENSG00000185668.7	2063	2154
ENSG00000224592.5	629	682
ENSG00000223589.2	310	310
ENSG00000265596.1	69	69
ENSG00000284623.1	1532	1532
ENSG00000237290.1	2253	2253
ENSG00000275350.1	555	555
ENSG00000200796.1	68	77
ENSG00000238063.2	1520	1523
ENSG00000215895.4	1490	1930
ENSG00000284632.1	1208	1208
ENSG00000116954.7	3860	5129
ENSG00000273637.1	57	2141
ENSG00000228436.2	945	946
ENSG00000214114.8	2118	3038
ENSG00000274944.4	187	3302
ENSG00000131233.9	144	2025
ENSG00000158315.10	2555	2764
ENSG00000199963.1	72	78
ENSG00000207466.1	65	71
ENSG00000235549.1	320	320
ENSG00000174574.15	2630	2796
ENSG00000168653.10	482	547
ENSG00000127603.24	42306	42797
ENSG00000206654.1	61	74
ENSG00000222378.1	96	103
ENSG00000270040.1	416	416
ENSG00000226438.1	497	528
ENSG00000217897.2	197	258
ENSG00000183682.7	898	1662
ENSG00000237624.1	167	1505
ENSG00000182109.7	2810	3187
ENSG00000243970.1	562	783
ENSG00000090621.13	6890	7212
ENSG00000228060.1	521	521
ENSG00000201457.1	105	105
ENSG00000163909.7	3631	3631
ENSG00000225903.1	274	274
ENSG00000116981.3	1077	1077
ENSG00000116983.12	4977	4983
ENSG00000084072.16	7904	8282
ENSG00000225333.6	461	538
ENSG00000252413.1	32	32
ENSG00000116985.11	3948	4792
ENSG00000198754.5	458	1796
ENSG00000261798.1	1166	1166
ENSG00000229213.1	124	124
ENSG00000284719.1	1461	1711
ENSG00000284678.1	509	643
ENSG00000043514.15	2962	2962
ENSG00000202222.1	78	83
ENSG00000116990.10	5049	5057
ENSG00000236546.1	755	755
ENSG00000207356.1	77	79
ENSG00000168389.17	4171	4171
ENSG00000228477.1	245	695
ENSG00000131236.16	3683	4060
ENSG00000131238.17	5447	5500
ENSG00000226745.2	651	655
ENSG00000117000.8	6203	6216
ENSG00000207508.1	77	77
ENSG00000188800.5	807	856
ENSG00000259943.1	1511	1511
ENSG00000084073.8	3458	3559
ENSG00000231296.1	283	283
ENSG00000049089.13	4291	4291
ENSG00000227311.3	129	450
ENSG00000084070.11	3592	3592
ENSG00000213172.3	376	388
ENSG00000284677.1	643	643
ENSG00000187801.14	2407	2441
ENSG00000260920.2	2419	2419
ENSG00000279667.1	975	975
ENSG00000187815.9	3244	3246
ENSG00000238287.1	538	575
ENSG00000164002.11	3230	3327
ENSG00000227278.1	402	402
ENSG00000238186.1	516	516
ENSG00000117010.15	2921	3085
ENSG00000236505.1	96	96
ENSG00000233910.1	691	691
ENSG00000117016.9	7233	7233
ENSG00000237899.1	441	441
ENSG00000272145.1	1657	1657
ENSG00000066136.20	6185	6423
ENSG00000198974.3	62	62
ENSG00000207962.1	59	59
ENSG00000117013.14	4206	4206
ENSG00000264582.2	218	266
ENSG00000179862.6	1286	1286
ENSG00000229528.1	441	441
ENSG00000228940.1	891	891
ENSG00000233118.2	235	235
ENSG00000171793.13	5474	5474
ENSG00000281207.1	4349	4770
ENSG00000171790.15	4446	4446
ENSG00000010803.16	4667	4667
ENSG00000215893.3	459	469
ENSG00000235358.1	1468	1468
ENSG00000213987.4	279	283
ENSG00000204060.7	2391	2396
ENSG00000229901.1	322	364
ENSG00000252563.1	62	62
ENSG00000127129.9	1750	1750
ENSG00000127124.14	14263	14267
ENSG00000230881.1	235	235
ENSG00000230638.4	2212	2212
ENSG00000227538.1	1097	1103
ENSG00000228776.2	407	424
ENSG00000044012.3	567	567
ENSG00000197273.3	539	539
ENSG00000198815.8	6786	6910
ENSG00000227527.2	631	631
ENSG00000177181.14	8859	8978
ENSG00000235002.1	321	367
ENSG00000066185.12	2217	2217
ENSG00000127125.8	2311	2635
ENSG00000186409.14	12809	13763
ENSG00000230116.1	650	725
ENSG00000236876.3	34	105
ENSG00000200254.1	18	77
ENSG00000236180.2	391	391
ENSG00000171960.10	1424	1503
ENSG00000234917.2	571	571
ENSG00000065978.18	1133	1955
ENSG00000164007.10	3530	3628
ENSG00000117385.15	6324	6958
ENSG00000164008.14	788	1490
ENSG00000283580.1	255	1342
ENSG00000228452.1	452	454
ENSG00000274386.5	3754	4342
ENSG00000177868.11	1160	1176
ENSG00000164010.13	4681	4681
ENSG00000228192.7	1565	1611
ENSG00000164011.17	2115	2115
ENSG00000233708.1	1866	1932
ENSG00000237090.1	1155	1296
ENSG00000225099.1	535	651
ENSG00000117394.20	4683	4762
ENSG00000284138.1	410	410
ENSG00000227533.5	3214	3334
ENSG00000283973.1	799	878
ENSG00000207256.1	52	77
ENSG00000283136.1	54	59
ENSG00000277513.1	382	382
ENSG00000186973.10	887	899
ENSG00000117395.12	3471	3614
ENSG00000284410.1	0	31
ENSG00000243710.7	5888	5888
ENSG00000199240.1	65	90
ENSG00000179178.10	2124	2124
ENSG00000253313.5	1359	1512
ENSG00000066056.13	6629	6880
ENSG00000117400.16	2082	2082
ENSG00000234694.1	592	631
ENSG00000117399.13	1619	2032
ENSG00000066322.14	2679	2717
ENSG00000283836.1	0	38
ENSG00000159479.16	2777	2777
ENSG00000229431.1	701	701
ENSG00000198198.15	24772	25383
ENSG00000229372.1	669	669
ENSG00000274975.1	43	43
ENSG00000178922.16	2940	2943
ENSG00000229348.1	417	515
ENSG00000142949.16	10731	10921
ENSG00000066135.12	5145	5145
ENSG00000236200.5	1747	1899
ENSG00000126091.19	5118	5118
ENSG00000229444.1	423	439
ENSG00000283414.1	38	60
ENSG00000233674.2	240	241
ENSG00000283477.1	32	32
ENSG00000224751.2	1120	1282
ENSG00000117407.16	2734	2734
ENSG00000237950.1	552	552
ENSG00000117408.10	5097	5097
ENSG00000132768.13	3233	3233
ENSG00000117410.13	3758	3758
ENSG00000117411.16	3818	3824
ENSG00000159214.12	3648	3836
ENSG00000196517.11	5289	5289
ENSG00000230615.6	8051	8332
ENSG00000227163.2	393	490
ENSG00000271647.1	1058	1368
ENSG00000239560.3	230	270
ENSG00000171872.4	2962	3130
ENSG00000233514.1	156	330
ENSG00000283039.1	2141	2141
ENSG00000226804.4	1107	1130
ENSG00000200171.1	66	66
ENSG00000238037.1	244	244
ENSG00000227994.1	174	184
ENSG00000271329.1	766	766
ENSG00000178028.13	5883	5914
ENSG00000117419.14	2774	2774
ENSG00000233602.1	589	589
ENSG00000199385.1	66	72
ENSG00000187147.17	9601	9745
ENSG00000263381.1	30	30
ENSG00000126106.13	3741	3806
ENSG00000198520.10	3598	3626
ENSG00000199377.1	76	87
ENSG00000200169.1	51	86
ENSG00000142945.12	3783	3783
ENSG00000225721.5	735	735
ENSG00000142937.11	2384	2955
ENSG00000264294.1	0	50
ENSG00000200913.1	62	74
ENSG00000202031.1	40	40
ENSG00000207421.1	0	37
ENSG00000281859.1	0	39
ENSG00000234093.3	192	355
ENSG00000142959.4	2015	2017
ENSG00000173846.12	3428	3588
ENSG00000188396.3	733	733
ENSG00000222009.8	3346	3623
ENSG00000117425.13	5061	5146
ENSG00000202444.1	0	85
ENSG00000226499.1	63	132
ENSG00000070785.16	3422	3492
ENSG00000253039.1	79	79
ENSG00000229815.1	735	809
ENSG00000232369.1	318	462
ENSG00000268949.1	2637	3100
ENSG00000126107.14	5077	5077
ENSG00000126088.13	3262	3262
ENSG00000162415.6	5680	6016
ENSG00000234315.1	305	423
ENSG00000281912.1	1680	1680
ENSG00000186603.5	1599	1599
ENSG00000132781.17	4460	4566
ENSG00000132773.11	2799	2841
ENSG00000070759.16	3347	3347
ENSG00000236872.1	175	295
ENSG00000280670.2	2748	2868
ENSG00000132763.14	4969	5321
ENSG00000117450.13	1429	1574
ENSG00000234379.1	558	568
ENSG00000117448.13	3144	3328
ENSG00000281133.1	59	66
ENSG00000280836.1	69	69
ENSG00000132780.16	7657	8682
ENSG00000281112.1	54	54
ENSG00000281825.1	27	39
ENSG00000159588.14	3676	3676
ENSG00000159592.10	7445	7477
ENSG00000225447.1	323	352
ENSG00000234329.1	625	758
ENSG00000159596.6	2339	2436
ENSG00000197429.10	3539	3665
ENSG00000230896.1	548	568
ENSG00000236111.5	467	651
ENSG00000086015.20	7809	7976
ENSG00000232467.2	480	571
ENSG00000117461.14	5982	7445
ENSG00000278139.1	38	1523
ENSG00000226957.1	619	619
ENSG00000233114.2	184	196
ENSG00000227857.2	309	309
ENSG00000117472.9	2465	2465
ENSG00000250719.1	144	365
ENSG00000085998.13	6097	6401
ENSG00000171357.5	1749	1824
ENSG00000085999.11	3474	3474
ENSG00000132128.16	8384	8630
ENSG00000173660.11	1093	1459
ENSG00000117481.10	8380	8602
ENSG00000225779.1	340	340
ENSG00000117480.15	2879	2879
ENSG00000232022.7	2666	2670
ENSG00000224863.2	1368	1368
ENSG00000197587.10	2756	2895
ENSG00000282881.1	1419	1419
ENSG00000269956.1	2370	2415
ENSG00000162456.9	2805	2805
ENSG00000079277.19	7890	8426
ENSG00000142961.14	5811	5915
ENSG00000123472.12	5718	5756
ENSG00000233647.2	436	436
ENSG00000186118.8	1520	1520
ENSG00000228237.5	582	582
ENSG00000159658.10	6201	6311
ENSG00000236476.2	740	775
ENSG00000142973.13	3587	3620
ENSG00000154198.14	795	1569
ENSG00000238145.2	93	1162
ENSG00000187048.12	1964	4094
ENSG00000259832.1	145	166
ENSG00000261196.1	91	91
ENSG00000261593.1	152	160
ENSG00000261290.1	124	124
ENSG00000186377.7	2517	2517
ENSG00000186160.4	1189	1963
ENSG00000225154.2	103	1172
ENSG00000225506.2	710	891
ENSG00000162365.11	1805	3930
ENSG00000225514.1	641	641
ENSG00000224805.2	631	631
ENSG00000162366.7	1433	1433
ENSG00000162367.11	5716	5723
ENSG00000226252.1	4006	4006
ENSG00000123473.15	7240	7433
ENSG00000162368.13	3828	3868
ENSG00000225762.1	453	453
ENSG00000186790.5	1911	1951
ENSG00000237424.1	2479	2479
ENSG00000186564.5	4514	4645
ENSG00000271355.1	435	435
ENSG00000229554.2	375	418
ENSG00000227883.1	212	212
ENSG00000227947.1	785	785
ENSG00000269113.3	6682	7031
ENSG00000223814.1	28	377
ENSG00000225028.1	1777	1777
ENSG00000226133.6	1444	1444
ENSG00000231413.1	262	262
ENSG00000237180.1	181	237
ENSG00000242267.6	1805	1980
ENSG00000279096.2	2580	2639
ENSG00000223720.2	568	621
ENSG00000117834.12	4724	4724
ENSG00000272491.1	1644	1644
ENSG00000279214.1	920	920
ENSG00000132122.11	6115	6130
ENSG00000224986.2	999	1014
ENSG00000206700.1	65	77
ENSG00000235105.1	396	1227
ENSG00000223175.1	77	77
ENSG00000232514.1	402	444
ENSG00000186094.16	7205	7354
ENSG00000162373.12	2217	2217
ENSG00000229846.1	683	683
ENSG00000230114.1	528	536
ENSG00000225623.1	484	484
ENSG00000237478.2	232	232
ENSG00000215887.5	1686	1936
ENSG00000279324.1	1871	1871
ENSG00000233595.2	321	382
ENSG00000162374.16	6950	6968
ENSG00000230828.1	316	316
ENSG00000237337.1	828	828
ENSG00000233407.1	220	220
ENSG00000284696.1	3504	3555
ENSG00000284645.1	3274	3274
ENSG00000234080.3	558	847
ENSG00000229316.1	582	623
ENSG00000225671.2	400	565
ENSG00000142700.11	3186	3193
ENSG00000284700.1	900	900
ENSG00000185104.19	7408	7567
ENSG00000225767.1	473	473
ENSG00000207194.1	78	78
ENSG00000230585.2	781	781
ENSG00000237130.1	290	340
ENSG00000123080.10	3287	3287
ENSG00000265538.1	39	39
ENSG00000275816.1	56	56
ENSG00000204006.8	1101	1101
ENSG00000200262.1	80	80
ENSG00000213478.2	538	654
ENSG00000203356.2	1992	2336
ENSG00000123091.4	3052	3119
ENSG00000233406.5	339	840
ENSG00000236434.2	332	405
ENSG00000085831.15	9388	9475
ENSG00000261664.5	1162	1192
ENSG00000085832.16	7480	7555
ENSG00000232027.2	884	925
ENSG00000206595.1	76	77
ENSG00000238140.1	648	648
ENSG00000227070.1	470	476
ENSG00000252032.1	75	75
ENSG00000227742.2	2745	2760
ENSG00000117859.18	9389	9996
ENSG00000236973.2	911	970
ENSG00000232846.1	849	849
ENSG00000212624.1	92	92
ENSG00000078618.21	6892	6928
ENSG00000266993.3	1393	1838
ENSG00000272175.1	248	250
ENSG00000283899.1	25	29
ENSG00000230604.2	327	328
ENSG00000169213.6	12116	12797
ENSG00000200839.1	94	96
ENSG00000229032.1	214	312
ENSG00000264613.2	254	270
ENSG00000117862.11	3365	3653
ENSG00000198841.3	1396	1684
ENSG00000223390.1	732	732
ENSG00000228369.2	361	361
ENSG00000134717.17	5642	6142
ENSG00000157077.14	5252	5808
ENSG00000241745.3	245	286
ENSG00000228407.2	188	310
ENSG00000223429.1	799	811
ENSG00000224255.2	518	676
ENSG00000236004.2	364	364
ENSG00000237663.2	291	314
ENSG00000213735.2	367	526
ENSG00000154222.14	7535	7763
ENSG00000272100.1	361	361
ENSG00000224680.4	318	538
ENSG00000085840.12	3106	3156
ENSG00000134748.12	5141	5638
ENSG00000134744.13	16117	16562
ENSG00000272371.1	426	426
ENSG00000236290.1	672	673
ENSG00000116157.5	1661	1661
ENSG00000182183.14	2410	2557
ENSG00000162377.5	3757	4134
ENSG00000233664.1	258	291
ENSG00000239640.3	259	267
ENSG00000162378.12	7833	8197
ENSG00000252018.1	76	111
ENSG00000228929.1	219	425
ENSG00000206627.1	75	75
ENSG00000203995.9	4445	4722
ENSG00000242391.2	350	350
ENSG00000121310.16	11617	12063
ENSG00000230953.2	93	145
ENSG00000231866.2	140	145
ENSG00000116171.17	7299	8554
ENSG00000264834.1	45	69
ENSG00000266188.1	51	58
ENSG00000265815.1	50	70
ENSG00000237279.2	349	365
ENSG00000236360.2	140	472
ENSG00000226147.1	24	1271
ENSG00000174348.13	4951	4993
ENSG00000232993.1	437	437
ENSG00000227644.2	245	250
ENSG00000162383.11	5566	5566
ENSG00000235563.1	1841	1841
ENSG00000277397.1	688	688
ENSG00000157184.6	10218	10660
ENSG00000236723.2	1115	1194
ENSG00000162384.13	4562	4562
ENSG00000259818.1	3448	3561
ENSG00000162385.10	1396	1457
ENSG00000226754.1	1151	1151
ENSG00000157193.15	10411	10515
ENSG00000234578.1	440	440
ENSG00000228838.1	645	645
ENSG00000225030.1	207	207
ENSG00000232762.1	722	722
ENSG00000225675.2	537	537
ENSG00000226938.1	353	353
ENSG00000230138.1	804	820
ENSG00000236253.7	3191	3191
ENSG00000143006.7	2439	2439
ENSG00000174332.5	3080	3082
ENSG00000239007.1	34	34
ENSG00000058804.11	5134	5134
ENSG00000201003.1	92	106
ENSG00000229687.2	256	256
ENSG00000058799.14	2211	2211
ENSG00000211452.10	2547	2547
ENSG00000081870.11	3055	3198
